message,label,category
"""Your account has been restricted. Submit your information to restore access.""",high,Suspicious Message
"""Increase your income with our simple online method.""",medium,Suspicious Message
"""Free bonus points are available. Redeem them now.""",medium,Spam / Promotional
"""Maybank security alert: Your account has unusual activity. Verify now.""",high,Suspicious Message
Your insurance account will be permanently deleted in 24 hours unless you verify now.,high,Suspicious Message
Your Instagram password will expire the next hour. Click here to reset it.,high,Suspicious Message
Final notice: your Netflix account will be suspended in 48 hours. Act now.,high,Suspicious Message
Your Amazon account will be permanently deleted in 48 hours unless you verify now.,high,Suspicious Message
We could not verify your government tax details. Update them within 24 hours or lose access.,high,Suspicious Message
"""Your wallet balance is frozen. Complete verification to restore access.""",high,Suspicious Message
Use code FREESHIP for 10% off beauty products this Friday.,medium,Spam / Promotional
The weekly sync is scheduled for Thursday.,low,Legitimate Message
"""Your account will lose access unless you confirm your identity.""",high,Suspicious Message
"""Claim your free upgrade package now.""",medium,Spam / Promotional
Reminder: the workshop starts at 5 PM.,low,Legitimate Message
See you at the office tomorrow at 5 PM.,low,Legitimate Message
Dinner is ready. Come home when you are free.,low,Legitimate Message
Use code SAVE10 for 80% off beauty products this tonight.,medium,Suspicious Message
I will be at the gym around 2 PM.,low,Legitimate Message
Your your employer account has been suspended. Verify now to restore access.,high,Suspicious Message
"""Your mobile banking access has been suspended. Restore it now.""",high,Suspicious Message
Don't miss out: 40% off home goods ends the end of the week.,medium,Suspicious Message
"""Your security verification has failed. Try again immediately.""",high,Suspicious Message
Unusual login detected on your PayPal account. Confirm your identity within 3 days.,high,Suspicious Message
Click here to confirm your Netflix login before your session expires in 3 days.,high,Suspicious Message
Could you review the agenda before Tuesday?,low,Legitimate Message
Your email invoice is overdue. Provide your payment information immediately.,high,Suspicious Message
Sign up today and get a free tote bag from the club.,medium,Spam / Promotional
Verify your identity or your account will be locked.,high,Suspicious Message
Immediate action required: your PayPal account will be closed in 48 hours.,high,Suspicious Message
"""Free premium service for selected customers.""",medium,Spam / Promotional
Use code TREAT25 for 70% off beauty products this tonight.,medium,Suspicious Message
The documents are available in the shared folder.,low,Legitimate Message
Your government tax account will be permanently deleted in 3 days unless you verify now.,high,Suspicious Message
"""Congratulations! Your reward has been reserved.""",medium,Suspicious Message
I have uploaded the presentation slides.,low,Legitimate Message
Unusual login detected on your Microsoft account. Confirm your identity within the next hour.,high,Suspicious Message
Final notice: your social media account will be suspended in 24 hours. Act now.,high,Suspicious Message
"""Your financial account needs verification to avoid closure.""",high,Suspicious Message
Your your employer password will expire 2 hours. Click here to reset it.,high,Suspicious Message
Exclusive deal just for you: 40% off groceries at our store.,medium,Suspicious Message
"""Your special offer is ready. Click to activate.""",medium,Spam / Promotional
The restaurant reservation is confirmed.,low,Legitimate Message
Use code FREESHIP for 20% off groceries this this weekend.,medium,Spam / Promotional
I will send the remaining information later.,low,Legitimate Message
I will be at the library around 5 PM.,low,Legitimate Message
Earn $500 cashback when you shop shoes at the club.,medium,Spam / Promotional
"""Your security token has expired. Request a new one now.""",high,Suspicious Message
Click here to confirm your Apple login before your session expires in today.,high,Suspicious Message
Your bank account has been flagged for review. Verify your identity to avoid suspension.,high,Suspicious Message
"""Your account has been temporarily restricted.""",high,Suspicious Message
Can you send me the schedule for the class?,low,Legitimate Message
"""Your login credentials must be confirmed today.""",high,Suspicious Message
We could not verify your Apple details. Update them within 24 hours or lose access.,high,Suspicious Message
See you at the airport tomorrow at 2 PM.,low,Legitimate Message
I will be at the airport around 9 AM.,low,Legitimate Message
Use code BONUS20 for 30% off electronics this Monday.,medium,Suspicious Message
Earn $750 cashback when you shop electronics at our partner.,medium,Spam / Promotional
Immediate action required: your insurance account will be closed in 48 hours.,high,Suspicious Message
Can we reschedule the class to Tuesday?,low,Legitimate Message
Final notice: your insurance account will be suspended in 24 hours. Act now.,high,Suspicious Message
The payment has been successfully processed.,low,Legitimate Message
Use code EXTRA15 for 40% off beauty products this Friday.,medium,Suspicious Message
"""Free trial available. Subscribe immediately.""",medium,Spam / Promotional
the club rewards: claim your free vacation worth $1000 today.,medium,Spam / Promotional
Microsoft support: call urgently to fix your computer.,high,Suspicious Message
Congratulations! You've been selected for a gadget bundle from the retailer.,medium,Suspicious Message
I will be at the gym around 9 AM.,low,Legitimate Message
The appointment date has been changed.,low,Legitimate Message
"Your gift card is waiting, redeem it with code WELCOME5.",medium,Spam / Promotional
Your Netflix account will be permanently deleted in 24 hours unless you verify now.,high,Suspicious Message
The payment status has been updated.,low,Legitimate Message
Can you pick up milk on your way home?,low,Legitimate Message
Unusual login detected on your Microsoft account. Confirm your identity within today.,high,Suspicious Message
